name,supertype,rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,price,is_legendary
Wild Growth,Enchantment,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.27,0
Winter Blast,Sorcery,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Aladdin's Lamp,Artifact,Rare,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.24,0
Aladdin's Ring,Artifact,Rare,8,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.24,0
Amulet of Kroog,Artifact,Common,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Ankh of Mishra,Artifact,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,1.81,0
Armageddon Clock,Artifact,Rare,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.33,0
Ashnod's Battle Gear,Artifact,Uncommon,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Battering Ram,Artifact Creature,Common,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Black Mana Battery,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.45,0
Black Vise,Artifact,Uncommon,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.52,0
Blue Mana Battery,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.31,0
Bottle of Suleiman,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.22,0
Brass Man,Artifact Creature,Uncommon,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Bronze Tablet,Artifact,Rare,6,Colorless,Not Legal,Not Legal,Banned,Banned,Banned,0,0.24,0
Celestial Prism,Artifact,Uncommon,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Clay Statue,Artifact Creature,Common,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Clockwork Avian,Artifact Creature,Rare,5,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.21,0
Clockwork Beast,Artifact Creature,Rare,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Colossus of Sardia,Artifact Creature,Rare,9,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.29,0
Conservator,Artifact,Uncommon,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Coral Helm,Artifact,Rare,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.18,0
Crystal Rod,Artifact,Uncommon,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
Cursed Rack,Artifact,Uncommon,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Dancing Scimitar,Artifact Creature,Rare,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.2,0
Diabolic Machine,Artifact Creature,Uncommon,7,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Dingus Egg,Artifact,Rare,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.38,0
Disrupting Scepter,Artifact,Rare,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.29,0
Dragon Engine,Artifact Creature,Rare,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.2,0
Ebony Horse,Artifact,Rare,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
Fellwar Stone,Artifact,Uncommon,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,3.93,0
Flying Carpet,Artifact,Rare,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
Glasses of Urza,Artifact,Uncommon,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.22,0
Grapeshot Catapult,Artifact Creature,Common,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Green Mana Battery,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.28,0
Helm of Chatzuk,Artifact,Rare,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.2,0
Howling Mine,Artifact,Rare,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,3.96,0
Iron Star,Artifact,Uncommon,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Ivory Cup,Artifact,Uncommon,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Ivory Tower,Artifact,Rare,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,2.34,0
Jade Monolith,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.24,0
Jandor's Saddlebags,Artifact,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.31,0
Jayemdae Tome,Artifact,Rare,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.3,0
Kormus Bell,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.45,0
Library of Leng,Artifact,Uncommon,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,1.29,0
Mana Vault,Artifact,Rare,1,Colorless,Not Legal,Not Legal,Legal,Restrict.,Banned,0,42.84,0
Meekstone,Artifact,Rare,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,4.94,0
Millstone,Artifact,Rare,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.32,0
Mishra's War Machine,Artifact Creature,Rare,7,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.24,0
Nevinyrral's Disk,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,2.56,0
Obsianus Golem,Artifact Creature,Uncommon,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Onulet,Artifact Creature,Rare,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.22,0
Ornithopter,Artifact Creature,Uncommon,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.26,0
Primal Clay,Artifact Creature,Rare,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
Red Mana Battery,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.32,0
Rod of Ruin,Artifact,Uncommon,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
Shapeshifter,Artifact Creature,Uncommon,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Soul Net,Artifact,Uncommon,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Sunglasses of Urza,Artifact,Rare,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.25,0
Tawnos's Wand,Artifact,Uncommon,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Tawnos's Weaponry,Artifact,Uncommon,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Tetravus,Artifact Creature,Rare,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.42,0
The Hive,Artifact,Rare,5,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
The Rack,Artifact,Uncommon,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.74,0
Throne of Bone,Artifact,Uncommon,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Triskelion,Artifact Creature,Rare,6,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,2.34,0
Urza's Avenger,Artifact Creature,Rare,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.34,0
Wall of Spears,Artifact Creature,Common,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
White Mana Battery,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.33,0
Winter Orb,Artifact,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,7.88,0
Wooden Sphere,Artifact,Uncommon,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
Yotian Soldier,Artifact Creature,Common,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Mishra's Factory,Land,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,1.66,0
Oasis,Land,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Strip Mine,Land,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Restrict.,Banned,0,17.28,0
Plains,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.29,0
Plains,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.35,0
Plains,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.27,0
Island,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.37,0
Island,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.37,0
Island,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.38,0
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.33,0
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.3,0
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.25,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.29,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.3,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.31,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.4,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.32,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.19,0
Animate Wall,Enchantment,Rare,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Armageddon,Sorcery,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Balance,Sorcery,Rare,2,White,Not Legal,Not Legal,Banned,Restrict.,Banned,0,0.19,0
Benalish Hero,Creature,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Black Ward,Enchantment,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Blessing,Enchantment,Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Blue Ward,Enchantment,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,195,0
Castle,Enchantment,Uncommon,4,White,Not Legal,Not Legal,Legal,Legal,Legal,0,195,0
Circle of Protection: Black,Enchantment,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,195,0
Circle of Protection: Blue,Enchantment,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,130,0
Circle of Protection: Green,Enchantment,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,130,0
Circle of Protection: Red,Enchantment,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,130,0
Circle of Protection: White,Enchantment,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,130,0
Conversion,Enchantment,Uncommon,4,White,Not Legal,Not Legal,Legal,Legal,Legal,0,130,0
Crusade,Enchantment,Rare,2,White,Not Legal,Not Legal,Banned,Banned,Banned,0,130,0
Death Ward,Instant,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.75,0
Disenchant,Instant,Common,2,White,Legal,Legal,Legal,Legal,Legal,0,350,0
Eye for an Eye,Instant,Rare,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,350,0
Farmstead,Enchantment,Rare,3,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.25,0
Green Ward,Enchantment,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.25,0
Guardian Angel,Instant,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Healing Salve,Instant,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Holy Armor,Enchantment,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,200,0
Holy Strength,Enchantment,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Island Sanctuary,Enchantment,Rare,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Karma,Enchantment,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Lance,Enchantment,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Mesa Pegasus,Creature,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,209.17,0
Northern Paladin,Creature,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,0,209.17,0
Pearled Unicorn,Creature,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,0,209.17,0
Personal Incarnation,Creature,Rare,6,White,Not Legal,Not Legal,Legal,Legal,Legal,0,209.17,0
Purelace,Instant,Rare,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,209.17,0
Red Ward,Enchantment,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,209.17,0
Resurrection,Sorcery,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,0,209.17,0
Reverse Damage,Instant,Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,0,209.17,0
Reverse Polarity,Instant,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,209.17,0
Righteousness,Instant,Rare,1,White,Legal,Legal,Legal,Legal,Legal,0,209.17,0
Samite Healer,Creature,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,151.32,0
Savannah Lions,Creature,Rare,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Serra Angel,Creature,Uncommon,5,White,Legal,Not Legal,Legal,Legal,Legal,0,4500,0
Swords to Plowshares,Instant,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Veteran Bodyguard,Creature,Rare,5,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Wall of Swords,Creature,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
White Knight,Creature,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
White Ward,Enchantment,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Wrath of God,Sorcery,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Air Elemental,Creature,Uncommon,5,Blue,Legal,Legal,Legal,Legal,Legal,0,0.02,0
Animate Artifact,Enchantment,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,220,0
Blue Elemental Blast,Instant,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,202.29,0
Braingeyser,Sorcery,Rare,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,202.29,0
Clone,Creature,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.5,0
Control Magic,Enchantment,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.5,0
Copy Artifact,Enchantment,Rare,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.5,0
Counterspell,Instant,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Creature Bond,Enchantment,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Drain Power,Sorcery,Rare,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Energy Flux,Enchantment,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Feedback,Enchantment,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Flight,Enchantment,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,0,200,0
Hurkyl's Recall,Instant,Rare,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Island Fish Jasconius,Creature,Rare,7,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.24,0
Jump,Instant,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.24,0
Lifetap,Enchantment,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.24,0
Lord of Atlantis,Creature,Rare,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,4,0
Magical Hack,Instant,Rare,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,4,0
Mahamoti Djinn,Creature,Rare,6,Blue,Legal,Not Legal,Legal,Legal,Legal,0,1200,0
Mana Short,Instant,Rare,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,1200,0
Merfolk of the Pearl Trident,Creature,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,0,45.78,0
Phantasmal Forces,Creature,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,45.78,0
Phantasmal Terrain,Enchantment,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,45.78,0
Phantom Monster,Creature,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,45.78,0
Pirate Ship,Creature,Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,0,45.78,0
Power Leak,Enchantment,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Power Sink,Instant,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Prodigal Sorcerer,Creature,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,29.81,0
Psychic Venom,Enchantment,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,199.99,0
Reconstruction,Sorcery,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,120,0
Sea Serpent,Creature,Common,6,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,120,0
Serendib Efreet,Creature,Rare,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,120,0
Siren's Call,Instant,Uncommon,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,120,0
Sleight of Mind,Instant,Rare,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,120,0
Spell Blast,Instant,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,200,0
Stasis,Enchantment,Rare,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,200,0
Steal Artifact,Enchantment,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,0,200,0
Thoughtlace,Instant,Rare,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,200,0
Unstable Mutation,Enchantment,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,0,200,0
Unsummon,Instant,Common,1,Blue,Legal,Legal,Legal,Legal,Legal,0,199.08,0
Vesuvan Doppelganger,Creature,Rare,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,199.08,0
Volcanic Eruption,Sorcery,Rare,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,199.08,0
Wall of Air,Creature,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Wall of Water,Creature,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Water Elemental,Creature,Uncommon,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,360,0
Animate Dead,Enchantment,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,12,0
Bad Moon,Enchantment,Rare,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,12,0
Black Knight,Creature,Uncommon,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,12,0
Bog Wraith,Creature,Uncommon,4,Black,Legal,Not Legal,Legal,Legal,Legal,0,250,0
Contract from Below,Sorcery,Rare,1,Black,Not Legal,Not Legal,Banned,Banned,Banned,0,250,0
Cursed Land,Enchantment,Uncommon,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,250,0
Dark Ritual,Instant,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,337.62,0
Darkpact,Sorcery,Rare,3,Black,Not Legal,Not Legal,Banned,Banned,Banned,0,337.62,0
Deathgrip,Enchantment,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,337.62,0
Deathlace,Instant,Rare,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,337.62,0
Demonic Attorney,Sorcery,Rare,3,Black,Not Legal,Not Legal,Banned,Banned,Banned,0,337.62,0
Demonic Hordes,Creature,Rare,6,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Demonic Tutor,Sorcery,Uncommon,2,Black,Not Legal,Not Legal,Legal,Restrict.,Banned,0,2324.08,0
Drain Life,Sorcery,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Drudge Skeletons,Creature,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,124.99,0
El-Hajjâj,Creature,Rare,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,10,0
Erg Raiders,Creature,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,10,0
Evil Presence,Enchantment,Uncommon,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,10,0
Fear,Enchantment,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Frozen Shade,Creature,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Gloom,Enchantment,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Howl from Beyond,Instant,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,200,0
Hypnotic Specter,Creature,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,200,0
Lord of the Pit,Creature,Rare,7,Black,Legal,Not Legal,Legal,Legal,Legal,0,5,0
Mind Twist,Sorcery,Rare,2,Black,Not Legal,Not Legal,Legal,Legal,Banned,0,0.02,0
Nether Shadow,Creature,Rare,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Nettling Imp,Creature,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Nightmare,Creature,Rare,6,Black,Legal,Not Legal,Legal,Legal,Legal,0,1464,0
Paralyze,Enchantment,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,164,0
Pestilence,Enchantment,Common,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Plague Rats,Creature,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,200,0
Raise Dead,Sorcery,Common,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,200,0
Royal Assassin,Creature,Rare,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,200,0
Sacrifice,Instant,Uncommon,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,400,0
Scathe Zombies,Creature,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,400,0
Scavenging Ghoul,Creature,Uncommon,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Sengir Vampire,Creature,Uncommon,5,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Simulacrum,Instant,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Sorceress Queen,Creature,Rare,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.45,0
Terror,Instant,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,300,0
Unholy Strength,Enchantment,Common,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,200,0
Wall of Bone,Creature,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Warp Artifact,Enchantment,Rare,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Weakness,Enchantment,Common,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Will-o'-the-Wisp,Creature,Rare,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Zombie Master,Creature,Rare,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Atog,Creature,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,10,0
Burrowing,Enchantment,Uncommon,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,195,0
Chaoslace,Instant,Rare,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,195,0
Disintegrate,Sorcery,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Dragon Whelp,Creature,Uncommon,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Dwarven Warriors,Creature,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,477.82,0
Dwarven Weaponsmith,Creature,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,477.82,0
Earth Elemental,Creature,Uncommon,5,Red,Legal,Not Legal,Legal,Legal,Legal,0,477.82,0
Earthbind,Enchantment,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,200,0
Earthquake,Sorcery,Rare,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,200,0
Fire Elemental,Creature,Uncommon,5,Red,Legal,Legal,Legal,Legal,Legal,0,300,0
Fireball,Sorcery,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,13.13,0
Firebreathing,Enchantment,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Flashfires,Sorcery,Uncommon,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Fork,Instant,Rare,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Goblin Balloon Brigade,Creature,Uncommon,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Goblin King,Creature,Rare,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Granite Gargoyle,Creature,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Gray Ogre,Creature,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,99.99,0
Hill Giant,Creature,Common,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Hurloon Minotaur,Creature,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Keldon Warlord,Creature,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Kird Ape,Creature,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,0,3
Lightning Bolt,Instant,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,2,0
Magnetic Mountain,Enchantment,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,2,0
Mana Flare,Enchantment,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,2,0
Manabarbs,Enchantment,Rare,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,2,0
Mijae Djinn,Creature,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Mons's Goblin Raiders,Creature,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,250,0
Orcish Artillery,Creature,Uncommon,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,250,0
Orcish Oriflamme,Enchantment,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,250,0
Power Surge,Enchantment,Rare,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,250,0
