names,supertypes,subtypes,set,rarity,cmc,color,modern legality,standard legality,commander legality,reprint,artist,price
Esqueletos esclavos,Creature,Skeleton,Fourth Edition Foreign Black Border,Common,2,Black,True,False,True,True,b'Sandra Everingham',0.5
El-Hajjâj,Creature,Human Wizard,Fourth Edition Foreign Black Border,Rare,3,Black,False,False,True,True,b'Dameon Willich',0.5
Incursores del Erg,Creature,Human Warrior,Fourth Edition Foreign Black Border,Common,2,Black,False,False,True,True,b'Dameon Willich',0.5
Presencia maligna,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,1,Black,True,False,True,True,b'Sandra Everingham',0.5
Inspirar temor,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,2,Black,True,False,True,True,b'Mark Poole',0.5
Sombra gélida,Creature,Shade,Fourth Edition Foreign Black Border,Common,3,Black,False,False,True,True,b'Douglas Shuler',0.5
Abatimiento,Enchantment,None,Fourth Edition Foreign Black Border,Uncommon,3,Black,False,False,True,True,b'Dan Frazier',0.5
Avaricia,Enchantment,None,Fourth Edition Foreign Black Border,Rare,4,Black,False,False,True,True,b'Phil Foglio',0.5
Aullido del más allá,Instant,None,Fourth Edition Foreign Black Border,Common,2,Black,False,False,True,True,b'Mark Poole',0.5
Espectro hipnótico,Creature,Specter,Fourth Edition Foreign Black Border,Uncommon,3,Black,True,False,True,True,b'Douglas Shuler',0.5
Efrit de Junún,Creature,Efreet,Fourth Edition Foreign Black Border,Uncommon,3,Black,False,False,True,True,b'Christopher Rush',0.5
Señor del Abismo,Creature,Demon,Fourth Edition Foreign Black Border,Rare,7,Black,True,False,True,True,b'Mark Tedin',0.5
Alma en pena,Creature,Spirit Minion,Fourth Edition Foreign Black Border,Common,3,Black,False,False,True,True,b'Randy Asplund-Faith',0.5
Gas de los pantanos,Instant,None,Fourth Edition Foreign Black Border,Common,1,Black,False,False,True,True,b'Douglas Shuler',0.5
Latigazo mental,Sorcery,None,Fourth Edition Foreign Black Border,Rare,2,Black,False,False,True,True,b'Julie Baroh',0.5
Moradores de las tinieblas,Creature,Zombie,Fourth Edition Foreign Black Border,Common,4,Black,False,False,True,True,b'Drew Tucker',0.5
Sombra del submundo,Creature,Spirit,Fourth Edition Foreign Black Border,Rare,2,Black,False,False,True,True,b'Christopher Rush',0.5
Pesadilla,Creature,Nightmare Horse,Fourth Edition Foreign Black Border,Rare,6,Black,True,False,True,True,b'Melissa A. Benson',0.5
Parálisis,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,1,Black,False,False,True,True,b'Anson Maddocks',0.5
Pestilencia,Enchantment,None,Fourth Edition Foreign Black Border,Common,4,Black,False,False,True,True,b'Jesper Myrfors',0.5
Escorpión del Abismo,Creature,Scorpion,Fourth Edition Foreign Black Border,Common,3,Black,False,False,True,True,b'Scott Kirschner',0.5
Plaga de ratas,Creature,Rat,Fourth Edition Foreign Black Border,Common,3,Black,False,False,True,True,b'Anson Maddocks',0.5
Pordiosero,Creature,Human Minion,Fourth Edition Foreign Black Border,Rare,4,Black,False,False,True,True,b'Daniel Gelon',0.5
Alzar a los muertos,Sorcery,None,Fourth Edition Foreign Black Border,Common,1,Black,True,False,True,True,b'Jeff A. Menges',0.5
Asesino real,Creature,Human Assassin,Fourth Edition Foreign Black Border,Rare,3,Black,True,False,True,True,b'Tom W\xc3\xa4nerstrand',0.5
Zombies dañinos,Creature,Zombie,Fourth Edition Foreign Black Border,Common,3,Black,True,False,True,True,b'Jesper Myrfors',0.5
Gul carroñero,Creature,Zombie,Fourth Edition Foreign Black Border,Uncommon,4,Black,False,False,True,True,b'Jeff A. Menges',0.5
Vampiro de Sengir,Creature,Vampire,Fourth Edition Foreign Black Border,Uncommon,5,Black,True,False,True,True,b'Anson Maddocks',0.5
Simulacro,Instant,None,Fourth Edition Foreign Black Border,Uncommon,2,Black,False,False,True,True,b'Mark Poole',0.5
Reina hechicera,Creature,Human Wizard,Fourth Edition Foreign Black Border,Rare,3,Black,False,False,True,True,b'Kaja Foglio',0.5
Grilletes espectrales,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,2,Black,False,False,True,True,"b'Edward P. Beard, Jr.'",0.5
Terror,Instant,None,Fourth Edition Foreign Black Border,Common,2,Black,True,False,True,True,b'Ron Spencer',0.5
Tio Istvan,Creature,Human,Fourth Edition Foreign Black Border,Uncommon,4,Black,True,False,True,True,b'Daniel Gelon',0.5
Fuerza impía,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,1,Black,True,False,True,True,b'Douglas Shuler',0.5
Murciélagos vampiro,Creature,Bat,Fourth Edition Foreign Black Border,Common,1,Black,True,False,True,True,b'Anson Maddocks',0.5
Muro de huesos,Creature,Skeleton Wall,Fourth Edition Foreign Black Border,Uncommon,3,Black,True,False,True,True,b'Anson Maddocks',0.5
Deformar artefacto,Enchantment,Aura,Fourth Edition Foreign Black Border,Rare,2,Black,False,False,True,True,b'Amy Weber',0.5
Debilidad,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,1,Black,True,False,True,True,b'Douglas Shuler',0.5
Fuego fatuo,Creature,Spirit,Fourth Edition Foreign Black Border,Rare,1,Black,True,False,True,True,b'Jesper Myrfors',0.5
Palabras de poder,Sorcery,None,Fourth Edition Foreign Black Border,Common,3,Black,False,False,True,True,b'Ron Spencer',0.5
Poltergeist animista,Creature,Spirit,Fourth Edition Foreign Black Border,Rare,3,Black,False,False,True,True,b'Dan Frazier',0.5
Señor de los Zombies,Creature,Zombie,Fourth Edition Foreign Black Border,Rare,3,Black,False,False,True,True,b'Jeff A. Menges',0.5
Ali Baba,Creature,Human Rogue,Fourth Edition Foreign Black Border,Uncommon,1,Red,False,False,True,True,b'Julie Baroh',0.5
Bola de rayos,Creature,Elemental,Fourth Edition Foreign Black Border,Rare,3,Red,True,False,True,True,b'Quinton Hoover',0.5
Doncella alada,Creature,Human Bird,Fourth Edition Foreign Black Border,Common,3,Red,False,False,True,True,b'Kaja Foglio',0.5
Ansia de sangre,Instant,None,Fourth Edition Foreign Black Border,Common,2,Red,False,False,True,True,b'Anson Maddocks',0.5
Hermanos del Fuego,Creature,Human Shaman,Fourth Edition Foreign Black Border,Common,3,Red,False,False,True,True,b'Mark Tedin',0.5
Cavar túneles,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,1,Red,False,False,True,True,b'Daniel Gelon',0.5
Cavernícolas,Creature,Human,Fourth Edition Foreign Black Border,Uncommon,3,Red,False,False,True,True,b'Drew Tucker',0.5
Atadura vital,Instant,None,Fourth Edition Foreign Black Border,Rare,1,Red,False,False,True,True,b'Dameon Willich',0.5
Mantícora carmesí,Creature,Manticore,Fourth Edition Foreign Black Border,Rare,4,Red,False,False,True,True,b'Daniel Gelon',0.5
Detonar,Sorcery,None,Fourth Edition Foreign Black Border,Uncommon,2,Red,True,False,True,True,b'Randy Asplund-Faith',0.5
Desintegrar,Sorcery,None,Fourth Edition Foreign Black Border,Common,2,Red,True,False,True,True,b'Anson Maddocks',0.5
Cría de dragón,Creature,Dragon,Fourth Edition Foreign Black Border,Uncommon,4,Red,True,False,True,True,b'Amy Weber',0.5
Guerreros enanos,Creature,Dwarf Warrior,Fourth Edition Foreign Black Border,Common,3,Red,False,False,True,True,b'Douglas Shuler',0.5
Elemental de tierra,Creature,Elemental,Fourth Edition Foreign Black Border,Uncommon,5,Red,True,False,True,True,b'Dan Frazier',0.5
Terremoto,Sorcery,None,Fourth Edition Foreign Black Border,Rare,2,Red,True,False,True,True,b'Dan Frazier',0.5
Guerrero eterno,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,1,Red,False,False,True,True,b'Anson Maddocks',0.5
Elemental de fuego,Creature,Elemental,Fourth Edition Foreign Black Border,Uncommon,5,Red,True,True,True,True,b'Melissa A. Benson',0.5
Bola de fuego,Sorcery,None,Fourth Edition Foreign Black Border,Common,2,Red,True,False,True,True,b'Mark Tedin',0.5
Hálito de fuego,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,1,Red,True,False,True,True,b'Dan Frazier',0.5
Grieta,Instant,None,Fourth Edition Foreign Black Border,Common,5,Red,False,False,True,True,b'Douglas Shuler',0.5
Tormenta ígnea,Sorcery,None,Fourth Edition Foreign Black Border,Uncommon,4,Red,True,False,True,True,b'Dameon Willich',0.5
Fuerza de gigante,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,2,Red,False,False,True,True,b'Justin Hampton',0.5
Trasgos aeronautas,Creature,Goblin Warrior,Fourth Edition Foreign Black Border,Uncommon,1,Red,True,False,True,True,b'Andi Rusu',0.5
Rey trasgo,Creature,Goblin,Fourth Edition Foreign Black Border,Rare,3,Red,True,False,True,True,b'Jesper Myrfors',0.5
Trineo de roca trasgo,Creature,Goblin,Fourth Edition Foreign Black Border,Common,2,Red,False,False,True,True,b'Dennis Detwiller',0.5
Ogro gris,Creature,Ogre,Fourth Edition Foreign Black Border,Common,3,Red,False,False,True,True,b'Dan Frazier',0.5
Gigante de las colinas,Creature,Giant,Fourth Edition Foreign Black Border,Common,4,Red,True,False,True,True,b'Dan Frazier',0.5
Minotauro de Hurloon,Creature,Minotaur,Fourth Edition Foreign Black Border,Common,3,Red,False,False,True,True,b'Anson Maddocks',0.5
Chacal de Hurr,Creature,Jackal,Fourth Edition Foreign Black Border,Rare,1,Red,False,False,True,True,b'Drew Tucker',0.5
Immolcaión,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,1,Red,False,False,True,True,b'Scott Kirschner',0.5
Infierno,Instant,None,Fourth Edition Foreign Black Border,Rare,7,Red,True,False,True,True,b'Randy Asplund-Faith',0.5
Orcos Zarpafierro,Creature,Orc,Fourth Edition Foreign Black Border,Common,2,Red,False,False,True,True,b'Anson Maddocks',0.5
Señor guerrero de Keldon,Creature,Human Barbarian,Fourth Edition Foreign Black Border,Uncommon,4,Red,False,False,True,True,b'Kev Brockschmidt',0.5
Relámpago,Instant,None,Fourth Edition Foreign Black Border,Common,1,Red,True,False,True,True,b'Christopher Rush',0.5
Montaña magnética,Enchantment,None,Fourth Edition Foreign Black Border,Rare,3,Red,False,False,True,True,b'Susan Van Camp',0.5
Choque de maná,Sorcery,None,Fourth Edition Foreign Black Border,Rare,1,Red,True,False,True,True,b'Mark Tedin',0.5
Fulgor de maná,Enchantment,None,Fourth Edition Foreign Black Border,Rare,3,Red,False,False,True,True,b'Christopher Rush',0.5
Espinas de maná,Enchantment,None,Fourth Edition Foreign Black Border,Rare,4,Red,True,False,True,True,b'Christopher Rush',0.5
Trasgos de Mons,Creature,Goblin,Fourth Edition Foreign Black Border,Common,1,Red,False,False,True,True,b'Jeff A. Menges',0.5
Artillería orca,Creature,Orc Warrior,Fourth Edition Foreign Black Border,Uncommon,3,Red,True,False,True,True,b'Anson Maddocks',0.5
Oriflama orca,Enchantment,None,Fourth Edition Foreign Black Border,Uncommon,4,Red,False,False,True,True,b'Dan Frazier',0.5
Descarga de maná,Enchantment,None,Fourth Edition Foreign Black Border,Rare,2,Red,False,False,True,True,b'Douglas Shuler',0.5
Pirotecnia,Sorcery,None,Fourth Edition Foreign Black Border,Uncommon,5,Red,True,False,True,True,b'Anson Maddocks',0.5
Ráfaga elemental roja,Instant,None,Fourth Edition Foreign Black Border,Common,1,Red,False,False,True,True,b'Richard Thomas',0.5
Romper,Instant,None,Fourth Edition Foreign Black Border,Common,2,Red,True,False,True,True,b'Amy Weber',0.5
Dragón shivano,Creature,Dragon,Fourth Edition Foreign Black Border,Rare,6,Red,True,True,True,True,b'Melissa A. Benson',0.5
Hermanas de la Llama,Creature,Human Shaman,Fourth Edition Foreign Black Border,Common,3,Red,False,False,True,True,b'Jesper Myrfors',0.5
Humo,Enchantment,None,Fourth Edition Foreign Black Border,Rare,2,Red,False,False,True,True,b'Jesper Myrfors',0.5
Gigante pétreo,Creature,Giant,Fourth Edition Foreign Black Border,Uncommon,4,Red,True,False,True,True,b'Dameon Willich',0.5
Lluvia de piedras,Sorcery,None,Fourth Edition Foreign Black Border,Common,3,Red,True,False,True,True,b'Daniel Gelon',0.5
Efrit de la tormenta,Creature,Efreet,Fourth Edition Foreign Black Border,Rare,4,Red,False,False,False,True,b'N\xc3\xa9N\xc3\xa9 Thomas',0.5
Brutalidad,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,2,Red,False,False,True,True,b'Mark Poole',0.5
Tunel,Instant,None,Fourth Edition Foreign Black Border,Uncommon,1,Red,False,False,True,True,b'Dan Frazier',0.5
Trol de Uthden,Creature,Troll,Fourth Edition Foreign Black Border,Uncommon,3,Red,True,False,True,True,b'Douglas Shuler',0.5
Muro de polvo,Creature,Wall,Fourth Edition Foreign Black Border,Uncommon,3,Red,False,False,True,True,b'Richard Thomas',0.5
Muro de fuego,Creature,Wall,Fourth Edition Foreign Black Border,Uncommon,3,Red,True,False,True,True,b'Richard Thomas',0.5
Muro de piedra,Creature,Wall,Fourth Edition Foreign Black Border,Uncommon,3,Red,True,False,True,True,b'Dan Frazier',0.5
Vientos del cambio,Sorcery,None,Fourth Edition Foreign Black Border,Rare,1,Red,False,False,True,True,b'Justin Hampton',0.5
Aspecto de lobo,Enchantment,Aura,Fourth Edition Foreign Black Border,Rare,2,Green,False,False,True,True,b'Jeff A. Menges',0.5
Aves del paraíso,Creature,Bird,Fourth Edition Foreign Black Border,Rare,1,Green,True,False,True,True,b'Mark Poole',0.5
Planta carnívora,Creature,Plant Wall,Fourth Edition Foreign Black Border,Common,4,Green,False,False,True,True,b'Quinton Hoover',0.5
Canalizar,Sorcery,None,Fourth Edition Foreign Black Border,Uncommon,2,Green,False,False,False,True,b'Richard Thomas',0.5
Cocatriz,Creature,Cockatrice,Fourth Edition Foreign Black Border,Rare,5,Green,True,False,True,True,b'Dan Frazier',0.5
Sierpe Dragón,Creature,Wurm,Fourth Edition Foreign Black Border,Common,6,Green,True,False,True,True,b'Daniel Gelon',0.5
Derruir,Instant,None,Fourth Edition Foreign Black Border,Uncommon,1,Green,False,False,True,True,b'Jesper Myrfors',0.5
Torbellino de arena,Sorcery,None,Fourth Edition Foreign Black Border,Uncommon,6,Green,False,False,True,True,b'Susan Van Camp',0.5
Jabalíes del Bosque de Durk,Creature,Boar,Fourth Edition Foreign Black Border,Common,5,Green,False,False,True,True,b'Mike Kimble',0.5
Jinetes élficos,Creature,Elf,Fourth Edition Foreign Black Border,Uncommon,5,Green,True,False,True,True,b'Melissa A. Benson',0.5
Arqueros élficos,Creature,Elf Archer,Fourth Edition Foreign Black Border,Rare,2,Green,False,False,True,True,b'Anson Maddocks',0.5
Niebla,Instant,None,Fourth Edition Foreign Black Border,Common,1,Green,True,False,True,True,b'Jesper Myrfors',0.5
Fuerza de la naturaleza,Creature,Elemental,Fourth Edition Foreign Black Border,Rare,6,Green,True,False,True,True,b'Douglas Shuler',0.5
Fungosaurio,Creature,Fungus Dinosaur,Fourth Edition Foreign Black Border,Rare,4,Green,True,False,True,True,b'Daniel Gelon',0.5
Siervo de Gaia,Creature,Avatar,Fourth Edition Foreign Black Border,Rare,6,Green,True,False,True,True,b'Dameon Willich',0.5
Crecimiento gigante,Instant,None,Fourth Edition Foreign Black Border,Common,1,Green,True,True,True,True,b'Sandra Everingham',0.5
Araña gigante,Creature,Spider,Fourth Edition Foreign Black Border,Common,4,Green,True,False,True,True,b'Sandra Everingham',0.5
Osos pardos,Creature,Bear,Fourth Edition Foreign Black Border,Common,2,Green,True,False,True,True,b'Jeff A. Menges',0.5
Huracán,Sorcery,None,Fourth Edition Foreign Black Border,Uncommon,2,Green,True,False,True,True,b'Dameon Willich',0.5
Insuflar energía,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,1,Green,False,False,True,True,b'Dameon Willich',0.5
Pueblo arbóreo Raiceslargas,Creature,Treefolk,Fourth Edition Foreign Black Border,Common,5,Green,False,False,True,True,b'Jesper Myrfors',0.5
Abejas asesinas,Creature,Insect,Fourth Edition Foreign Black Border,Uncommon,3,Green,False,False,True,True,b'Phil Foglio',0.5
Sanguijuelas de tierra,Creature,Leech,Fourth Edition Foreign Black Border,Common,3,Green,False,False,True,True,b'Quinton Hoover',0.5
Druida de Lei,Creature,Human Druid,Fourth Edition Foreign Black Border,Uncommon,3,Green,True,False,True,True,b'Sandra Everingham',0.5
Fuerza vital,Enchantment,None,Fourth Edition Foreign Black Border,Uncommon,2,Green,False,False,True,True,b'Dameon Willich',0.5
Atadura vital,Instant,None,Fourth Edition Foreign Black Border,Rare,1,Green,False,False,True,True,b'Amy Weber',0.5
Artefacto viviente,Enchantment,Aura,Fourth Edition Foreign Black Border,Rare,1,Green,False,False,True,True,b'Anson Maddocks',0.5
Tierras vivientes,Enchantment,None,Fourth Edition Foreign Black Border,Rare,4,Green,False,False,True,True,b'Jesper Myrfors',0.5
Elfos de Llanowar,Creature,Elf Druid,Fourth Edition Foreign Black Border,Common,1,Green,True,False,True,True,b'Anson Maddocks',0.5
Señuelo,Enchantment,Aura,Fourth Edition Foreign Black Border,Uncommon,3,Green,True,False,True,True,b'Anson Maddocks',0.5
Víbora de pantano,Creature,Snake,Fourth Edition Foreign Black Border,Common,4,Green,False,False,True,True,b'Ron Spencer',0.5
Àspid de Nafs,Creature,Snake,Fourth Edition Foreign Black Border,Common,1,Green,False,False,True,True,b'Christopher Rush',0.5
Zíngaros de Pradesh,Creature,Human Nomad,Fourth Edition Foreign Black Border,Common,3,Green,False,False,True,True,b'Quinton Hoover',0.5
Espíritu de Radjan,Creature,Spirit,Fourth Edition Foreign Black Border,Uncommon,4,Green,False,False,True,True,b'Christopher Rush',0.5
Renacer,Sorcery,None,Fourth Edition Foreign Black Border,Rare,6,Green,False,False,False,True,b'Mark Tedin',0.5
Regeneración,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,2,Green,True,False,True,True,b'Quinton Hoover',0.5
Tormenta de arena,Instant,None,Fourth Edition Foreign Black Border,Common,1,Green,False,False,True,True,b'Brian Sn\xc3\xb5ddy',0.5
Duendes voladores,Creature,Faerie,Fourth Edition Foreign Black Border,Common,1,Green,False,False,True,True,b'Amy Weber',0.5
Dríadas de Shanodín,Creature,Nymph Dryad,Fourth Edition Foreign Black Border,Common,1,Green,False,False,True,True,b'Anson Maddocks',0.5
Manantial de vida,Sorcery,None,Fourth Edition Foreign Black Border,Common,2,Green,True,False,True,True,b'Mark Poole',0.5
Biblioteca silvana,Enchantment,None,Fourth Edition Foreign Black Border,Rare,2,Green,False,False,True,True,b'Harold McNeill',0.5
Basilisco de maleza,Creature,Basilisk,Fourth Edition Foreign Black Border,Uncommon,5,Green,False,False,True,True,b'Dan Frazier',0.5
Lobos ferales,Creature,Wolf,Fourth Edition Foreign Black Border,Rare,1,Green,False,False,True,True,b'Melissa A. Benson',0.5
Canto de Titania,Enchantment,None,Fourth Edition Foreign Black Border,Rare,4,Green,False,False,True,True,b'Kerstin Kaman',0.5
Tranquillità,Sorcery,None,Fourth Edition Foreign Black Border,Common,3,Green,False,False,True,True,b'Douglas Shuler',0.5
Tsunami,Sorcery,None,Fourth Edition Foreign Black Border,Uncommon,4,Green,False,False,True,True,b'Richard Thomas',0.5
Tierra vírgen,Sorcery,None,Fourth Edition Foreign Black Border,Uncommon,3,Green,False,False,True,True,b'N\xc3\xa9N\xc3\xa9 Thomas',0.5
Veneno,Enchantment,Aura,Fourth Edition Foreign Black Border,Common,3,Green,False,False,True,True,b'Tom W\xc3\xa4nerstrand',0.5
Encantadora de las plantas,Creature,Human Druid,Fourth Edition Foreign Black Border,Rare,3,Green,True,False,True,True,b'Kev Brockschmidt',0.5
Muro de espinos,Creature,Plant Wall,Fourth Edition Foreign Black Border,Uncommon,3,Green,False,False,True,True,b'Anson Maddocks',0.5
