id,names,supertypes,subtypes,set,rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,artist,price,is_legendary
2843,Island,Basic Land,Island,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'John Avon',0.78,FALSE
2844,Island,Basic Land,Island,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Martina Pilcerova',0.2,FALSE
2845,Island,Basic Land,Island,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Stephan Martiniere',0.29,FALSE
2846,Swamp,Basic Land,Swamp,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'John Avon',0.46,FALSE
2847,Swamp,Basic Land,Swamp,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Ron Spencer',0.22,FALSE
2848,Swamp,Basic Land,Swamp,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Jim Nelson',0.22,FALSE
2849,Swamp,Basic Land,Swamp,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Richard Wright',0.22,FALSE
2850,Mountain,Basic Land,Mountain,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'John Avon',0.13,FALSE
2851,Mountain,Basic Land,Mountain,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Glen Angus',0.09,FALSE
2852,Mountain,Basic Land,Mountain,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'John Avon',0.33,FALSE
2853,Mountain,Basic Land,Mountain,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Stephan Martiniere',0.26,FALSE
2854,Forest,Basic Land,Forest,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Anthony S. Waters',0.36,FALSE
2855,Forest,Basic Land,Forest,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'John Avon',0.27,FALSE
2856,Forest,Basic Land,Forest,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Rob Alexander',0.26,FALSE
2857,Forest,Basic Land,Forest,Tenth Edition,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Stephan Martiniere',0.2,FALSE
2858,Angel of Mercy,Creature,Angel,Ninth Edition,Uncommon,5,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Melissa A. Benson',0.19,FALSE
2859,Angelic Blessing,Sorcery,None,Ninth Edition,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Mark Zug',0.07,FALSE
2860,Aven Cloudchaser,Creature,Bird Soldier,Ninth Edition,Common,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Justin Sweet',0.16,FALSE
2861,Aven Flock,Creature,Bird Soldier,Ninth Edition,Common,5,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Greg Hildebrandt',0.19,FALSE
2862,Ballista Squad,Creature,Human Rebel,Ninth Edition,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Matthew D. Wilson',0.07,FALSE
2863,Blessed Orator,Creature,Human Cleric,Ninth Edition,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Terese Nielsen',0.14,FALSE
2864,Blinding Angel,Creature,Angel,Ninth Edition,Rare,5,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Todd Lockwood',1.75,FALSE
2865,Blinking Spirit,Creature,Spirit,Ninth Edition,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Allen Williams',0.22,FALSE
2866,Chastise,Instant,None,Ninth Edition,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Carl Critchlow',0.15,FALSE
2867,Circle of Protection: Black,Enchantment,None,Ninth Edition,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Christopher Rush',0.22,FALSE
2868,Circle of Protection: Red,Enchantment,None,Ninth Edition,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Christopher Rush',0.35,FALSE
2869,Crossbow Infantry,Creature,Human Soldier Archer,Ninth Edition,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'James Bernardin',0.05,FALSE
2870,Demystify,Instant,None,Ninth Edition,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Christopher Rush',0.07,FALSE
2871,Foot Soldiers,Creature,Human Soldier,Ninth Edition,Common,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',0.06,FALSE
2872,Gift of Estates,Sorcery,None,Ninth Edition,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Hugh Jamieson',3.02,FALSE
2873,Glorious Anthem,Enchantment,None,Ninth Edition,Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',0.88,FALSE
2874,Glory Seeker,Creature,Human Soldier,Ninth Edition,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dave Dorman',0.04,FALSE
2875,Holy Day,Instant,None,Ninth Edition,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Pete Venters',0.22,FALSE
2876,Holy Strength,Enchantment,Aura,Ninth Edition,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Scott M. Fischer',0.11,FALSE
2877,Honor Guard,Creature,Human Soldier,Ninth Edition,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Mark Zug',0.06,FALSE
2878,Infantry Veteran,Creature,Human Soldier,Ninth Edition,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Christopher Rush',0.05,FALSE
2879,Inspirit,Instant,None,Ninth Edition,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Simon Bisley',0.1,FALSE
2880,Ivory Mask,Enchantment,None,Ninth Edition,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Glen Angus',0.53,FALSE
2881,Kami of Old Stone,Creature,Spirit,Ninth Edition,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Stephen Tappin',0.24,FALSE
2882,Leonin Skyhunter,Creature,Cat Knight,Ninth Edition,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',0.23,FALSE
2883,Marble Titan,Creature,Giant,Ninth Edition,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brom',3.3,FALSE
2884,Master Decoy,Creature,Human Soldier,Ninth Edition,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ben Thompson',0.07,FALSE
2885,Master Healer,Creature,Human Cleric,Ninth Edition,Rare,5,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Adam Rex',0.13,FALSE
2886,Mending Hands,Instant,None,Ninth Edition,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Douglas Shuler',0.06,FALSE
2887,Oracle's Attendants,Creature,Human Soldier,Ninth Edition,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dany Orizio',0.19,FALSE
2888,Pacifism,Enchantment,Aura,Ninth Edition,Common,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Robert Bliss',0.06,FALSE
2889,Paladin en-Vec,Creature,Human Knight,Ninth Edition,Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Simon Bisley',0.7,FALSE
2890,Peace of Mind,Enchantment,None,Ninth Edition,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Randy Elliott',0.08,FALSE
2891,Pegasus Charger,Creature,Pegasus,Ninth Edition,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Val Mayerik',0.11,FALSE
2892,Reverse Damage,Instant,None,Ninth Edition,Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Thomas Gianni',0.47,FALSE
2893,Righteousness,Instant,None,Ninth Edition,Rare,1,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Mike Dringenberg',0.26,FALSE
2894,Sacred Ground,Enchantment,None,Ninth Edition,Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Gary Ruddell',0.44,FALSE
2895,Sacred Nectar,Sorcery,None,Ninth Edition,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Janine Johnston',0.05,FALSE
2896,Samite Healer,Creature,Human Cleric,Ninth Edition,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Anson Maddocks',0.04,FALSE
2897,Sanctum Guardian,Creature,Human Cleric,Ninth Edition,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Donato Giancola',0.09,FALSE
2898,Savannah Lions,Creature,Cat,Ninth Edition,Rare,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Carl Critchlow',0.5,FALSE
2899,Seasoned Marshal,Creature,Human Soldier,Ninth Edition,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Matthew D. Wilson',0.03,FALSE
2900,Serra Angel,Creature,Angel,Ninth Edition,Rare,5,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Greg Staples',0.32,FALSE
2901,Serra's Blessing,Enchantment,None,Ninth Edition,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Rebecca Guay',0.53,FALSE
2902,Skyhunter Prowler,Creature,Cat Knight,Ninth Edition,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Vance Kovacs',0.12,FALSE
2903,Soul Warden,Creature,Human Cleric,Ninth Edition,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Randy Gallegos',0.59,FALSE
2904,Spirit Link,Enchantment,Aura,Ninth Edition,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',0.69,FALSE
2905,Story Circle,Enchantment,None,Ninth Edition,Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Alan Pollack',0.68,FALSE
2906,Suntail Hawk,Creature,Bird,Ninth Edition,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Heather Hudson',0.04,FALSE
2907,Tempest of Light,Instant,None,Ninth Edition,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Wayne England',0.23,FALSE
2908,Venerable Monk,Creature,Human Monk Cleric,Ninth Edition,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'D. Alexander Gregory',0.02,FALSE
2909,Veteran Cavalier,Creature,Human Knight,Ninth Edition,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'rk post',0.09,FALSE
2910,Warrior's Honor,Instant,None,Ninth Edition,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'D. Alexander Gregory',0.09,FALSE
2911,Weathered Wayfarer,Creature,Human Nomad Cleric,Ninth Edition,Rare,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Greg Hildebrandt',9.35,FALSE
2912,Worship,Enchantment,None,Ninth Edition,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Mark Zug',1.54,FALSE
2913,Wrath of God,Sorcery,None,Ninth Edition,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',7.55,FALSE
2914,Zealous Inquisitor,Creature,Human Cleric,Ninth Edition,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Wayne England',0.1,FALSE
2915,Air Elemental,Creature,Elemental,Ninth Edition,Uncommon,5,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,b'Nick Percival',0.06,FALSE
2916,Annex,Enchantment,Aura,Ninth Edition,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'John Avon',0.29,FALSE
2917,Archivist,Creature,Human Wizard,Ninth Edition,Rare,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Donato Giancola',0.27,FALSE
2918,Aven Fisher,Creature,Bird Soldier,Ninth Edition,Common,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Christopher Moeller',0.06,FALSE
2919,Aven Windreader,Creature,Bird Soldier Wizard,Ninth Edition,Common,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Greg Hildebrandt',0.05,FALSE
2920,Azure Drake,Creature,Drake,Ninth Edition,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Janine Johnston',0.1,FALSE
2921,Baleful Stare,Sorcery,None,Ninth Edition,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Randy Gallegos',0.22,FALSE
2922,Battle of Wits,Enchantment,None,Ninth Edition,Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,"b'Edward P. Beard, Jr.'",0.24,FALSE
2923,Boomerang,Instant,None,Ninth Edition,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Arnie Swekel',0.2,FALSE
2924,Clone,Creature,Shapeshifter,Ninth Edition,Rare,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',0.44,FALSE
2925,Confiscate,Enchantment,Aura,Ninth Edition,Uncommon,6,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Adam Rex',0.24,FALSE
2926,Counsel of the Soratami,Sorcery,None,Ninth Edition,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Randy Gallegos',0.1,FALSE
2927,Cowardice,Enchantment,None,Ninth Edition,Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Michael Sutfin',0.37,FALSE
2928,Crafty Pathmage,Creature,Human Wizard,Ninth Edition,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Wayne England',0.07,FALSE
2929,Daring Apprentice,Creature,Human Wizard,Ninth Edition,Rare,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dany Orizio',0.27,FALSE
2930,Dehydration,Enchantment,Aura,Ninth Edition,Common,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Arnie Swekel',0.04,FALSE
2931,Dream Prowler,Creature,Illusion,Ninth Edition,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Matt Cavotta',0.1,FALSE
2932,Evacuation,Instant,None,Ninth Edition,Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Rob Alexander',5.15,FALSE
2933,Exhaustion,Sorcery,None,Ninth Edition,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Paolo Parente',0.59,FALSE
2934,Fishliver Oil,Enchantment,Aura,Ninth Edition,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ralph Horsley',0.09,FALSE
2935,Fleeting Image,Creature,Illusion,Ninth Edition,Rare,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dave Dorman',0.31,FALSE
2936,Flight,Enchantment,Aura,Ninth Edition,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Arnie Swekel',0.05,FALSE
2937,Fugitive Wizard,Creature,Human Wizard,Ninth Edition,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jim Nelson',0.04,FALSE
2938,Horned Turtle,Creature,Turtle,Ninth Edition,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'DiTerlizzi',0.32,FALSE
2939,Imaginary Pet,Creature,Illusion,Ninth Edition,Rare,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Christopher Rush',0.3,FALSE
2940,Levitation,Enchantment,None,Ninth Edition,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Heather Hudson',0.15,FALSE
2941,Lumengrid Warden,Creature,Human Wizard,Ninth Edition,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Francis Tsai',0.05,FALSE
2942,Mahamoti Djinn,Creature,Djinn,Ninth Edition,Rare,6,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Greg Staples',0.32,FALSE
2943,Mana Leak,Instant,None,Ninth Edition,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Christopher Rush',0.29,FALSE
2944,Mind Bend,Instant,None,Ninth Edition,Rare,1,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Tony Szczudlo',0.25,FALSE
2945,Phantom Warrior,Creature,Illusion Warrior,Ninth Edition,Uncommon,3,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,b'Greg Staples',0.05,FALSE
2946,Plagiarize,Instant,None,Ninth Edition,Rare,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeremy Jarvis',0.2,FALSE
2947,Polymorph,Sorcery,None,Ninth Edition,Rare,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Robert Bliss',0.98,FALSE
2948,Puppeteer,Creature,Human Wizard,Ninth Edition,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Scott M. Fischer',0.19,FALSE
2949,Reminisce,Sorcery,None,Ninth Edition,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ralph Horsley',0.12,FALSE
2950,Remove Soul,Instant,None,Ninth Edition,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Adam Rex',0.13,FALSE
2951,Rewind,Instant,None,Ninth Edition,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dermot Power',0.38,FALSE
2952,Sage Aven,Creature,Bird Wizard,Ninth Edition,Common,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Randy Gallegos',0.04,FALSE
2953,Sea Monster,Creature,Serpent,Ninth Edition,Common,6,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daniel Gelon',0.08,FALSE
2954,Sea's Claim,Enchantment,Aura,Ninth Edition,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Thomas Gianni',0.33,FALSE
2955,Sift,Sorcery,None,Ninth Edition,Common,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeremy Jarvis',0.09,FALSE
2956,Sleight of Hand,Sorcery,None,Ninth Edition,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jim Murray',1.09,FALSE
2957,Storm Crow,Creature,Bird,Ninth Edition,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'John Matson',0.15,FALSE
2958,Telepathy,Enchantment,None,Ninth Edition,Uncommon,1,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Matthew D. Wilson',0.33,FALSE
2959,Temporal Adept,Creature,Human Wizard,Ninth Edition,Rare,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Mark Tedin',0.46,FALSE
2960,Thieving Magpie,Creature,Bird,Ninth Edition,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Una Fricker',0.1,FALSE
2961,Thought Courier,Creature,Human Wizard,Ninth Edition,Uncommon,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Stephen Tappin',0.23,FALSE
2962,Tidal Kraken,Creature,Kraken,Ninth Edition,Rare,8,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Christopher Moeller',0.85,FALSE
2963,Tidings,Sorcery,None,Ninth Edition,Uncommon,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Pete Venters',0.29,FALSE
2964,Time Ebb,Sorcery,None,Ninth Edition,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Thomas M. Baxa',0.05,FALSE
2965,Trade Routes,Enchantment,None,Ninth Edition,Rare,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Matt Cavotta',2.88,FALSE
2966,Traumatize,Sorcery,None,Ninth Edition,Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Greg Staples',2.12,FALSE
2967,Treasure Trove,Enchantment,None,Ninth Edition,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brian Despain',0.14,FALSE
2968,Wanderguard Sentry,Creature,Drone,Ninth Edition,Common,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Luca Zontini',0.05,FALSE
2969,Wind Drake,Creature,Drake,Ninth Edition,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Tom W\xc3\xa4nerstrand',0.03,FALSE
2970,Withering Gaze,Sorcery,None,Ninth Edition,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Randy Gallegos',0.16,FALSE
2971,Zur's Weirding,Enchantment,None,Ninth Edition,Rare,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'rk post',0.81,FALSE
2972,Blackmail,Sorcery,None,Ninth Edition,Uncommon,1,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Christopher Moeller',0.9,FALSE
2973,Bog Imp,Creature,Imp,Ninth Edition,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Carl Critchlow',0.09,FALSE
2974,Bog Wraith,Creature,Wraith,Ninth Edition,Uncommon,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ted Naifeh',0.04,FALSE
2975,Coercion,Sorcery,None,Ninth Edition,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'DiTerlizzi',0.05,FALSE
2976,Consume Spirit,Sorcery,None,Ninth Edition,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Matt Thompson',0.16,FALSE
2977,Contaminated Bond,Enchantment,Aura,Ninth Edition,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Thomas M. Baxa',0.11,FALSE
2978,Cruel Edict,Sorcery,None,Ninth Edition,Uncommon,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Michael Sutfin',0.28,FALSE
2979,Dark Banishing,Instant,None,Ninth Edition,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dermot Power',0.07,FALSE
2980,Death Pits of Rath,Enchantment,None,Ninth Edition,Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Greg Hildebrandt',0.53,FALSE
2981,Deathgazer,Creature,Lizard,Ninth Edition,Uncommon,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Donato Giancola',0.06,FALSE
2982,Diabolic Tutor,Sorcery,None,Ninth Edition,Uncommon,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Rick Farrell',0.67,FALSE
2983,Drudge Skeletons,Creature,Skeleton,Ninth Edition,Uncommon,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jim Nelson',0.1,FALSE
2984,Enfeeblement,Enchantment,Aura,Ninth Edition,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'John Bolton',0.05,FALSE
2985,Execute,Instant,None,Ninth Edition,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Gary Ruddell',0.04,FALSE
2986,Fear,Enchantment,Aura,Ninth Edition,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Adam Rex',0.09,FALSE
2987,Festering Goblin,Creature,Zombie Goblin,Ninth Edition,Common,1,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Thomas M. Baxa',0.09,FALSE
2988,Final Punishment,Sorcery,None,Ninth Edition,Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Matt Thompson',0.16,FALSE
2989,Foul Imp,Creature,Imp,Ninth Edition,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',0.07,FALSE
2990,Giant Cockroach,Creature,Insect,Ninth Edition,Common,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Heather Hudson',0.05,FALSE
2991,Gluttonous Zombie,Creature,Zombie,Ninth Edition,Uncommon,5,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Thomas M. Baxa',0.1,FALSE
2992,Grave Pact,Enchantment,None,Ninth Edition,Rare,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Puddnhead',16.05,FALSE
2993,Gravedigger,Creature,Zombie,Ninth Edition,Common,4,Black,Legal,Legal,Legal,Legal,Legal,TRUE,b'Dermot Power',0.07,FALSE
2994,Hell's Caretaker,Creature,Horror,Ninth Edition,Rare,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Greg Staples',1.27,FALSE
2995,Highway Robber,Creature,Human Mercenary,Ninth Edition,Common,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',0.08,FALSE
2996,Hollow Dogs,Creature,Zombie Hound,Ninth Edition,Common,5,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Miracola',0.08,FALSE
2997,Horror of Horrors,Enchantment,None,Ninth Edition,Uncommon,5,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Simon Bisley',0.14,FALSE
2998,Hypnotic Specter,Creature,Specter,Ninth Edition,Rare,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Greg Staples',1.96,FALSE
2999,Looming Shade,Creature,Shade,Ninth Edition,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',0.04,FALSE
3000,Lord of the Undead,Creature,Zombie,Ninth Edition,Rare,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brom',13.25,FALSE
3001,Megrim,Enchantment,None,Ninth Edition,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Nick Percival',0.34,FALSE
3002,Mind Rot,Sorcery,None,Ninth Edition,Common,3,Black,Legal,Legal,Legal,Legal,Legal,TRUE,b'Steve Luke',0.05,FALSE
3003,Mindslicer,Creature,Horror,Ninth Edition,Rare,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',9.48,FALSE
3004,Mortivore,Creature,Lhurgoyf,Ninth Edition,Rare,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Anthony S. Waters',2.25,FALSE
3005,Nantuko Husk,Creature,Zombie Insect,Ninth Edition,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Carl Critchlow',0.24,FALSE
3006,Nekrataal,Creature,Human Assassin,Ninth Edition,Uncommon,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Adrian Smith',0.17,FALSE
3007,Nightmare,Creature,Nightmare Horse,Ninth Edition,Rare,6,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Carl Critchlow',0.29,FALSE
3008,Persecute,Sorcery,None,Ninth Edition,Rare,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'D. Alexander Gregory',0.48,FALSE
3009,Phyrexian Arena,Enchantment,None,Ninth Edition,Rare,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Carl Critchlow',9.85,FALSE
