id,names,supertypes,MAX(set_year),rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,price,is_legendary,edhrec
4333,Brainstorm,Instant,1999,Common,1,Blue,Not Legal,Not Legal,Legal,Restrict.,Legal,TRUE,0.95,FALSE,58666
4335,Dance of Many,Enchantment,1997,Rare,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.67,FALSE,857
4336,Dandân,Creature,2006,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,35
4337,Dark Maze,Creature,1997,Common,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,13
4339,Drain Power,Sorcery,1997,Rare,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.13,FALSE,231
4340,Energy Flux,Enchantment,1999,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.21,FALSE,974
4341,Enervate,Instant,1997,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,28
4342,Feedback,Enchantment,1997,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,7
4344,Flood,Enchantment,1997,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,147
4349,Homarid Warrior,Creature,1997,Common,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.21,FALSE,17
4351,Hydroblast,Instant,1997,Uncommon,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.47,FALSE,356
4353,Krovikan Sorcerer,Creature,1997,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,66
4354,Labyrinth Minotaur,Creature,1997,Common,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.22,FALSE,6
4355,Leviathan,Creature,2006,Rare,9,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.36,FALSE,50
4356,Lifetap,Enchantment,1997,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,25
4358,Magical Hack,Instant,1997,Rare,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.32,FALSE,45
4359,Magus of the Unseen,Creature,1997,Rare,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.52,FALSE,120
4362,Mind Bomb,Sorcery,1997,Uncommon,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.2,FALSE,48
4363,Phantasmal Forces,Creature,1997,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,4
4365,Phantom Monster,Creature,1997,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,11
4366,Pirate Ship,Creature,2006,Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.23,FALSE,146
4367,Portent,Sorcery,1997,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,4115
4371,Ray of Command,Instant,1997,Common,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,506
4373,Reef Pirates,Creature,1997,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,38
4375,Sea Serpent,Creature,1997,Common,6,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,17
4376,Sea Spirit,Creature,1997,Uncommon,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,10
4377,Sea Sprite,Creature,1997,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.29,FALSE,52
4378,Seasinger,Creature,1997,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.37,FALSE,207
4381,Sleight of Mind,Instant,1997,Rare,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.19,FALSE,212
4382,Soul Barrier,Enchantment,1997,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,155
4384,Stasis,Enchantment,1997,Rare,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,4.98,FALSE,2605
4386,Time Elemental,Creature,1997,Rare,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.34,FALSE,40
4388,Unstable Mutation,Enchantment,2006,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,89
4390,Updraft,Instant,1997,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,12
4394,Zephyr Falcon,Creature,1997,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,34
4397,Animate Dead,Enchantment,1997,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,2.73,FALSE,24469
4398,Ashes to Ashes,Sorcery,1997,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.57,FALSE,1196
4399,Bad Moon,Enchantment,2006,Rare,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,2.06,FALSE,1219
4405,Breeding Pit,Enchantment,1997,Uncommon,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.2,FALSE,171
4406,Broken Visage,Instant,1997,Rare,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.2,FALSE,19
4407,Carrion Ants,Creature,1997,Uncommon,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,18
4408,Cloak of Confusion,Enchantment,1997,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,18
4409,Cursed Land,Enchantment,1997,Uncommon,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.29,FALSE,30
4410,Dark Ritual,Instant,1999,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.56,FALSE,21545
4411,Deathgrip,Enchantment,1997,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.32,FALSE,158
4413,Drain Life,Sorcery,1997,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.26,FALSE,483
4415,Erg Raiders,Creature,1997,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,6
4417,Evil Presence,Enchantment,2011,Uncommon,1,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.29,FALSE,62
4420,Frozen Shade,Creature,1997,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,26
4421,Funeral March,Enchantment,1997,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,16
4422,Gloom,Enchantment,1997,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,48
4423,Greater Werewolf,Creature,1997,Uncommon,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,6
4426,Initiates of the Ebon Hand,Creature,1997,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,75
4428,Knight of Stromgald,Creature,1997,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.3,FALSE,58
4429,Krovikan Fetish,Enchantment,1997,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,8
4433,Mind Ravel,Sorcery,1997,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,9
4435,Mindstab Thrull,Creature,1997,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,25
4436,Mole Worms,Creature,1997,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.22,FALSE,8
4437,Murk Dwellers,Creature,1997,Common,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,2
4438,Necrite,Creature,1997,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.22,FALSE,9
4439,Necropotence,Enchantment,1997,Rare,3,Black,Not Legal,Not Legal,Legal,Restrict.,Banned,TRUE,18.39,FALSE,19135
4440,Nether Shadow,Creature,1997,Rare,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.58,FALSE,183
4442,Paralyze,Enchantment,1997,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.2,FALSE,64
4444,Pit Scorpion,Creature,1997,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,31
4445,Plague Rats,Creature,1997,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,25
4446,Pox,Sorcery,1997,Rare,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.46,FALSE,909
4451,Sorceress Queen,Creature,1997,Rare,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.81,FALSE,278
4454,The Wretched,Creature,1997,Rare,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.66,FALSE,31
4455,Thrull Retainer,Enchantment,1997,Uncommon,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.45,FALSE,298
4456,Torture,Enchantment,2008,Common,1,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,104
4457,Touch of Death,Sorcery,1997,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,5
4461,Warp Artifact,Enchantment,1997,Rare,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,5
4463,Xenic Poltergeist,Creature,1997,Rare,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.28,FALSE,153
4465,Ambush Party,Creature,1997,Common,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,7
4466,Atog,Creature,2003,Uncommon,2,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.26,FALSE,190
4468,Bird Maiden,Creature,1997,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.23,FALSE,7
4469,Blood Lust,Instant,1997,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,107
4470,Brassclaw Orcs,Creature,1997,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,3
4471,Brothers of Fire,Creature,1997,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,10
4472,Cave People,Creature,1997,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,5
4474,Crimson Manticore,Creature,1997,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,3
4475,Detonate,Sorcery,2003,Uncommon,2,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,64
4476,Disintegrate,Sorcery,2006,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,324
4477,Dwarven Catapult,Instant,1997,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.22,FALSE,36
4478,Dwarven Soldier,Creature,1997,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,10
4479,Dwarven Warriors,Creature,1997,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,44
4481,Errantry,Enchantment,1997,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,28
4482,Eternal Warrior,Enchantment,1997,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,86
4483,Fire Drake,Creature,1997,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.23,FALSE,4
4487,Flare,Instant,1997,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,53
4489,Game of Chaos,Sorcery,1997,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,2.83,FALSE,1069
4497,Hurloon Minotaur,Creature,1997,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.19,FALSE,16
4498,Imposing Visage,Enchantment,1997,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,53
4501,Ironclaw Curse,Enchantment,1997,Rare,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,11
4502,Ironclaw Orcs,Creature,1997,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,8
4504,Keldon Warlord,Creature,1997,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.28,FALSE,89
4506,Mana Flare,Enchantment,1997,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,4.36,FALSE,2458
4508,Mons's Goblin Raiders,Creature,1997,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,21
4511,Orcish Captain,Creature,1997,Uncommon,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,107
4512,Orcish Conscripts,Creature,1997,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.07,FALSE,9
4513,Orcish Farmer,Creature,1997,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,14
4515,Orcish Squatters,Creature,1997,Rare,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.31,FALSE,30
4516,Orgg,Creature,2006,Rare,5,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,5
4517,Panic,Instant,1997,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.28,FALSE,949
4518,Primordial Ooze,Creature,1997,Uncommon,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,25
4519,Pyroblast,Instant,1997,Uncommon,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,2.6,FALSE,11454
4525,Smoke,Enchantment,1997,Rare,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,2.74,FALSE,1799
4528,Stone Spirit,Creature,1997,Uncommon,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,6
4529,The Brute,Enchantment,1997,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,60
4532,Winds of Change,Sorcery,1997,Rare,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,17.51,FALSE,4216
4533,Word of Blasting,Instant,1999,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,3
4534,An-Havva Constable,Creature,1997,Rare,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,10
4535,Aspect of Wolf,Enchantment,1997,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.37,FALSE,113
4536,Aurochs,Creature,1997,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,6
4538,Carapace,Enchantment,1997,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,259
4540,Chub Toad,Creature,1997,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,13
4541,Cockatrice,Creature,2006,Rare,5,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.21,FALSE,48
4542,Craw Giant,Creature,2006,Uncommon,7,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.16,FALSE,24
4544,Crumble,Instant,1997,Uncommon,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,63
4545,Desert Twister,Sorcery,1999,Uncommon,6,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.19,FALSE,1005
4546,Durkwood Boars,Creature,1997,Common,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,19
4552,Foxfire,Instant,1997,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.34,FALSE,15
4555,Ghazbán Ogre,Creature,1997,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.07,FALSE,10
4559,Hungry Mist,Creature,1997,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,8
4561,Instill Energy,Enchantment,1997,Uncommon,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.7,FALSE,1542
4562,Ironroot Treefolk,Creature,1997,Common,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,18
4563,Johtull Wurm,Creature,1997,Uncommon,6,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,5
4564,Killer Bees,Creature,1997,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.29,FALSE,93
4567,Lifeforce,Enchantment,1997,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.25,FALSE,185
4568,Living Artifact,Enchantment,1997,Rare,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,9
4572,Marsh Viper,Creature,1997,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,182
4573,Nature's Lore,Sorcery,1997,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,3.59,FALSE,21286
4575,Primal Order,Enchantment,1997,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.63,FALSE,397
4576,Rabid Wombat,Creature,1997,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,22
4581,Scryb Sprites,Creature,1997,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,807
4583,Shrink,Instant,1997,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,6
4584,Stampede,Instant,1997,Rare,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,48
4586,Sylvan Library,Enchantment,1997,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,43.55,FALSE,32706
4587,Tarpan,Creature,1997,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,15
4589,Titania's Song,Enchantment,1997,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.29,FALSE,205
4591,Tsunami,Sorcery,1997,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.22,FALSE,129
4593,Venom,Enchantment,1997,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,43
4595,Wall of Brambles,Creature,1997,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,46
4596,Wanderlust,Enchantment,1997,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,12
4597,War Mammoth,Creature,1997,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,27
4598,Whirling Dervish,Creature,2006,Uncommon,2,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,24
4600,Winter Blast,Sorcery,1997,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.23,FALSE,30
4601,Wolverine Pack,Creature,1997,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.21,FALSE,9
4604,Amulet of Kroog,Artifact,1997,Common,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,10
4607,Ashnod's Transmogrant,Artifact,1997,Common,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,126
4608,Barbed Sextant,Artifact,1997,Common,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.16,FALSE,485
4609,Barl's Cage,Artifact,1997,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.28,FALSE,36
4610,Battering Ram,Artifact Creature,1997,Common,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,29
4612,Clay Statue,Artifact Creature,1997,Common,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,16
4613,Clockwork Beast,Artifact Creature,1997,Rare,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.26,FALSE,12
4614,Clockwork Steed,Artifact Creature,1997,Uncommon,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.26,FALSE,24
4616,Coral Helm,Artifact,1997,Rare,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.2,FALSE,3
4617,Crown of the Ages,Artifact,1997,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.34,FALSE,53
4620,Diabolic Machine,Artifact Creature,1997,Uncommon,7,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.23,FALSE,5
4624,Elkin Bottle,Artifact,1997,Rare,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.22,FALSE,15
4625,Feldon's Cane,Artifact,2006,Uncommon,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.37,FALSE,1187
4630,Gauntlets of Chaos,Artifact,1997,Rare,5,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,61
4633,Helm of Chatzuk,Artifact,1997,Rare,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.29,FALSE,88
4635,Infinite Hourglass,Artifact,1997,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,55
4643,Joven's Tools,Artifact,1997,Uncommon,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.25,FALSE,21
4644,Library of Leng,Artifact,1997,Uncommon,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.52,FALSE,5848
4645,Mana Vault,Artifact,1997,Rare,1,Colorless,Not Legal,Not Legal,Legal,Restrict.,Banned,TRUE,34.97,FALSE,32411
4648,Nevinyrral's Disk,Artifact,1997,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,2.95,FALSE,19104
4649,Obelisk of Undoing,Artifact,1997,Rare,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.26,FALSE,30
4654,Serpent Generator,Artifact,1997,Rare,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.43,FALSE,205
4655,Shapeshifter,Artifact Creature,1997,Uncommon,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.25,FALSE,28
4658,Tawnos's Weaponry,Artifact,1997,Uncommon,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,2
4661,Time Bomb,Artifact,1997,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.35,FALSE,120
4662,Urza's Avenger,Artifact Creature,1997,Rare,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.34,FALSE,29
4663,Urza's Bauble,Artifact,1997,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.51,FALSE,2436
4665,Winter Orb,Artifact,1997,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,7.75,FALSE,8245
4668,Bottomless Vault,Land,1997,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.27,FALSE,296
4671,Dwarven Hold,Land,1997,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.72,FALSE,313
4675,Hollow Trees,Land,1997,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.84,FALSE,263
4676,Icatian Store,Land,1997,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.66,FALSE,189
4677,Ice Floe,Land,1997,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,347
4680,Sand Silos,Land,1997,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.77,FALSE,289
4708,Amrou Kithkin,Creature,1995,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,38
4712,Balance,Sorcery,1995,Rare,2,White,Not Legal,Not Legal,Banned,Restrict.,Banned,TRUE,1.21,FALSE,4
4714,Black Ward,Enchantment,1995,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.16,FALSE,82
4716,Blue Ward,Enchantment,1995,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.16,FALSE,83
4725,Conversion,Enchantment,1995,Uncommon,4,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,23
4730,Elder Land Wurm,Creature,1995,Rare,7,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.25,FALSE,14
4732,Fortified Area,Enchantment,1995,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,187
4733,Green Ward,Enchantment,1995,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,75
4735,Holy Armor,Enchantment,1995,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,18
4740,Land Tax,Enchantment,1995,Rare,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,33.03,FALSE,16156
4742,Morale,Instant,1995,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,6
4744,Osai Vultures,Creature,1995,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,11
4747,Piety,Instant,1995,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,4
4749,Purelace,Instant,1995,Rare,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.2,FALSE,5
4750,Red Ward,Enchantment,1995,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,80
4755,Seeker,Enchantment,1995,Common,4,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,24
4758,Swords to Plowshares,Instant,1995,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.9,FALSE,93922
4760,Visions,Sorcery,1995,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,15
4763,White Ward,Enchantment,1995,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,40
4766,Animate Artifact,Enchantment,1995,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,21
4767,Apprentice Wizard,Creature,1995,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,628
